Notes,State,State Code,Year,Year Code,UCD - Drug/Alcohol Induced,UCD - Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,West Virginia,54,2015,2015,Drug-induced causes,D,750,1844128,40.7
Total,West Virginia,54,2015,2015,,,750,1844128,40.7
,West Virginia,54,2016,2016,Drug-induced causes,D,912,1831102,49.8
Total,West Virginia,54,2016,2016,,,912,1831102,49.8
,West Virginia,54,2017,2017,Drug-induced causes,D,1023,1815857,56.3
Total,West Virginia,54,2017,2017,,,1023,1815857,56.3
,West Virginia,54,2018,2018,Drug-induced causes,D,926,1805832,51.3
Total,West Virginia,54,2018,2018,,,926,1805832,51.3
,West Virginia,54,2019,2019,Drug-induced causes,D,934,1792147,52.1
Total,West Virginia,54,2019,2019,,,934,1792147,52.1
,West Virginia,54,2020,2020,Drug-induced causes,D,1397,1784787,78.3
Total,West Virginia,54,2020,2020,,,1397,1784787,78.3
Total,West Virginia,54,,,,,11877,40168566,29.6
,Wisconsin,55,1999,1999,Drug-induced causes,D,237,5332666,4.4
Total,Wisconsin,55,1999,1999,,,237,5332666,4.4
,Wisconsin,55,2000,2000,Drug-induced causes,D,278,5363675,5.2
Total,Wisconsin,55,2000,2000,,,278,5363675,5.2
,Wisconsin,55,2001,2001,Drug-induced causes,D,297,5406835,5.5
Total,Wisconsin,55,2001,2001,,,297,5406835,5.5
,Wisconsin,55,2002,2002,Drug-induced causes,D,364,5445162,6.7
Total,Wisconsin,55,2002,2002,,,364,5445162,6.7
,Wisconsin,55,2003,2003,Drug-induced causes,D,433,5479203,7.9
Total,Wisconsin,55,2003,2003,,,433,5479203,7.9
,Wisconsin,55,2004,2004,Drug-induced causes,D,483,5514026,8.8
Total,Wisconsin,55,2004,2004,,,483,5514026,8.8
,Wisconsin,55,2005,2005,Drug-induced causes,D,561,5546166,10.1
Total,Wisconsin,55,2005,2005,,,561,5546166,10.1
,Wisconsin,55,2006,2006,Drug-induced causes,D,642,5577655,11.5
Total,Wisconsin,55,2006,2006,,,642,5577655,11.5
,Wisconsin,55,2007,2007,Drug-induced causes,D,639,5610775,11.4
Total,Wisconsin,55,2007,2007,,,639,5610775,11.4
,Wisconsin,55,2008,2008,Drug-induced causes,D,622,5640996,11
Total,Wisconsin,55,2008,2008,,,622,5640996,11
,Wisconsin,55,2009,2009,Drug-induced causes,D,641,5669264,11.3
Total,Wisconsin,55,2009,2009,,,641,5669264,11.3
,Wisconsin,55,2010,2010,Drug-induced causes,D,635,5686986,11.2
Total,Wisconsin,55,2010,2010,,,635,5686986,11.2
,Wisconsin,55,2011,2011,Drug-induced causes,D,712,5711767,12.5
Total,Wisconsin,55,2011,2011,,,712,5711767,12.5
,Wisconsin,55,2012,2012,Drug-induced causes,D,714,5726398,12.5
Total,Wisconsin,55,2012,2012,,,714,5726398,12.5
,Wisconsin,55,2013,2013,Drug-induced causes,D,874,5742713,15.2
Total,Wisconsin,55,2013,2013,,,874,5742713,15.2
,Wisconsin,55,2014,2014,Drug-induced causes,D,874,5757564,15.2
Total,Wisconsin,55,2014,2014,,,874,5757564,15.2
,Wisconsin,55,2015,2015,Drug-induced causes,D,894,5771337,15.5
Total,Wisconsin,55,2015,2015,,,894,5771337,15.5
,Wisconsin,55,2016,2016,Drug-induced causes,D,1103,5778708,19.1
Total,Wisconsin,55,2016,2016,,,1103,5778708,19.1
,Wisconsin,55,2017,2017,Drug-induced causes,D,1205,5795483,20.8
Total,Wisconsin,55,2017,2017,,,1205,5795483,20.8
,Wisconsin,55,2018,2018,Drug-induced causes,D,1108,5813568,19.1
Total,Wisconsin,55,2018,2018,,,1108,5813568,19.1
,Wisconsin,55,2019,2019,Drug-induced causes,D,1226,5822434,21.1
Total,Wisconsin,55,2019,2019,,,1226,5822434,21.1
,Wisconsin,55,2020,2020,Drug-induced causes,D,1560,5832655,26.7
Total,Wisconsin,55,2020,2020,,,1560,5832655,26.7
Total,Wisconsin,55,,,,,16102,124026036,13
,Wyoming,56,1999,1999,Drug-induced causes,D,21,491780,4.3
Total,Wyoming,56,1999,1999,,,21,491780,4.3
,Wyoming,56,2000,2000,Drug-induced causes,D,27,493782,5.5
Total,Wyoming,56,2000,2000,,,27,493782,5.5
,Wyoming,56,2001,2001,Drug-induced causes,D,25,494657,5.1
Total,Wyoming,56,2001,2001,,,25,494657,5.1
,Wyoming,56,2002,2002,Drug-induced causes,D,36,500017,7.2
Total,Wyoming,56,2002,2002,,,36,500017,7.2
,Wyoming,56,2003,2003,Drug-induced causes,D,37,503453,7.3
Total,Wyoming,56,2003,2003,,,37,503453,7.3
,Wyoming,56,2004,2004,Drug-induced causes,D,64,509106,12.6
Total,Wyoming,56,2004,2004,,,64,509106,12.6
,Wyoming,56,2005,2005,Drug-induced causes,D,45,514157,8.8
Total,Wyoming,56,2005,2005,,,45,514157,8.8
,Wyoming,56,2006,2006,Drug-induced causes,D,64,522667,12.2
Total,Wyoming,56,2006,2006,,,64,522667,12.2
,Wyoming,56,2007,2007,Drug-induced causes,D,68,534876,12.7
Total,Wyoming,56,2007,2007,,,68,534876,12.7
,Wyoming,56,2008,2008,Drug-induced causes,D,74,546043,13.6
Total,Wyoming,56,2008,2008,,,74,546043,13.6
,Wyoming,56,2009,2009,Drug-induced causes,D,63,559851,11.3
Total,Wyoming,56,2009,2009,,,63,559851,11.3
,Wyoming,56,2010,2010,Drug-induced causes,D,88,563626,15.6
Total,Wyoming,56,2010,2010,,,88,563626,15.6
,Wyoming,56,2011,2011,Drug-induced causes,D,88,568158,15.5
Total,Wyoming,56,2011,2011,,,88,568158,15.5
,Wyoming,56,2012,2012,Drug-induced causes,D,99,576412,17.2
Total,Wyoming,56,2012,2012,,,99,576412,17.2
,Wyoming,56,2013,2013,Drug-induced causes,D,99,582658,17
Total,Wyoming,56,2013,2013,,,99,582658,17
,Wyoming,56,2014,2014,Drug-induced causes,D,112,584153,19.2
Total,Wyoming,56,2014,2014,,,112,584153,19.2
,Wyoming,56,2015,2015,Drug-induced causes,D,99,586107,16.9
Total,Wyoming,56,2015,2015,,,99,586107,16.9
,Wyoming,56,2016,2016,Drug-induced causes,D,103,585501,17.6
Total,Wyoming,56,2016,2016,,,103,585501,17.6
,Wyoming,56,2017,2017,Drug-induced causes,D,72,579315,12.4
Total,Wyoming,56,2017,2017,,,72,579315,12.4
,Wyoming,56,2018,2018,Drug-induced causes,D,67,577737,11.6
Total,Wyoming,56,2018,2018,,,67,577737,11.6
,Wyoming,56,2019,2019,Drug-induced causes,D,81,578759,14
Total,Wyoming,56,2019,2019,,,81,578759,14
,Wyoming,56,2020,2020,Drug-induced causes,D,104,582328,17.9
Total,Wyoming,56,2020,2020,,,104,582328,17.9
Total,Wyoming,56,,,,,1536,12035143,12.8
Total,,,,,,,996484,6746356647,14.8
---,,,,,,,,,
"Dataset: Multiple Cause of Death, 1999-2020",,,,,,,,,
Query Parameters:,,,,,,,,,
UCD - Drug/Alcohol Induced Causes: Drug-induced causes,,,,,,,,,
Group By: State; Year; UCD - Drug/Alcohol Induced,,,,,,,,,
Show Totals: True,,,,,,,,,
Show Zero Values: False,,,,,,,,,
Show Suppressed: False,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,,,
---,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,,,,,
---,,,,,,,,,
"Query Date: Nov 17, 2024 4:49:42 PM",,,,,,,,,
---,,,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,,,,,
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,",,,,,,,,,
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative",,,,,,,,,
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Nov 17, 2024 4:49:42 PM",,,,,,,,,
---,,,,,,,,,
Caveats:,,,,,,,,,
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:",,,,,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision.,,,,,,,,,
2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of,,,,,,,,,
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data.",,,,,,,,,
More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies.,,,,,,,,,
3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code,,,,,,,,,
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,",,,,,,,,,
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in",,,,,,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#New-Jersey-Reporting-Anomalies.,,,,,,,,,
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other",,,,,,,,,
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in",,,,,,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies.,,,,,,,,,
5. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable.,,,,,,,,,
"6. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020",,,,,,,,,
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the",,,,,,,,,
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for",,,,,,,,,
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS",,,,,,,,,
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the",,,,,,,,,
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race",,,,,,,,,
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The",,,,,,,,,
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal",,,,,,,,,
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident",,,,,,,,,
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are",,,,,,,,,
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,",,,,,,,,,
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012",,,,,,,,,
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1",,,,,,,,,
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures",,,,,,,,,
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1",,,,,,,,,
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012.",,,,,,,,,
Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of,,,,,,,,,
July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population,,,,,,,,,
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which",,,,,,,,,
were available at the time of release.,,,,,,,,,
7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,,,,,
