STATEFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION
49,2013,SMAT_fac,49.0,Utah,UT
50,2013,SMAT_fac,19.0,Vermont,VT
51,2013,SMAT_fac,67.0,Virginia,VA
53,2013,SMAT_fac,70.0,Washington,WA
54,2013,SMAT_fac,41.0,West Virginia,WV
55,2013,SMAT_fac,76.0,Wisconsin,WI
56,2013,SMAT_fac,13.0,Wyoming,WY
72,2013,SMAT_fac,21.0,Puerto Rico,PR
00,2013,Med_SMAT_fac,2263.0,United States,US
01,2013,Med_SMAT_fac,23.0,Alabama,AL
02,2013,Med_SMAT_fac,7.0,Alaska,AK
04,2013,Med_SMAT_fac,58.0,Arizona,AZ
05,2013,Med_SMAT_fac,4.0,Arkansas,AR
06,2013,Med_SMAT_fac,131.0,California,CA
08,2013,Med_SMAT_fac,59.0,Colorado,CO
09,2013,Med_SMAT_fac,54.0,Connecticut,CT
10,2013,Med_SMAT_fac,10.0,Delaware,DE
11,2013,Med_SMAT_fac,9.0,District of Columbia,DC
12,2013,Med_SMAT_fac,40.0,Florida,FL
13,2013,Med_SMAT_fac,23.0,Georgia,GA
15,2013,Med_SMAT_fac,4.0,Hawaii,HI
16,2013,Med_SMAT_fac,10.0,Idaho,ID
17,2013,Med_SMAT_fac,82.0,Illinois,IL
18,2013,Med_SMAT_fac,36.0,Indiana,IN
19,2013,Med_SMAT_fac,8.0,Iowa,IA
20,2013,Med_SMAT_fac,18.0,Kansas,KS
21,2013,Med_SMAT_fac,32.0,Kentucky,KY
22,2013,Med_SMAT_fac,5.0,Louisiana,LA
23,2013,Med_SMAT_fac,37.0,Maine,ME
24,2013,Med_SMAT_fac,120.0,Maryland,MD
25,2013,Med_SMAT_fac,99.0,Massachusetts,MA
26,2013,Med_SMAT_fac,70.0,Michigan,MI
27,2013,Med_SMAT_fac,29.0,Minnesota,MN
28,2013,Med_SMAT_fac,8.0,Mississippi,MS
29,2013,Med_SMAT_fac,71.0,Missouri,MO
30,2013,Med_SMAT_fac,8.0,Montana,MT
31,2013,Med_SMAT_fac,12.0,Nebraska,NE
32,2013,Med_SMAT_fac,17.0,Nevada,NV
33,2013,Med_SMAT_fac,12.0,New Hampshire,NH
34,2013,Med_SMAT_fac,64.0,New Jersey,NJ
35,2013,Med_SMAT_fac,23.0,New Mexico,NM
36,2013,Med_SMAT_fac,422.0,New York,NY
37,2013,Med_SMAT_fac,71.0,North Carolina,NC
38,2013,Med_SMAT_fac,5.0,North Dakota,ND
39,2013,Med_SMAT_fac,80.0,Ohio,OH
40,2013,Med_SMAT_fac,12.0,Oklahoma,OK
41,2013,Med_SMAT_fac,23.0,Oregon,OR
42,2013,Med_SMAT_fac,133.0,Pennsylvania,PA
44,2013,Med_SMAT_fac,26.0,Rhode Island,RI
45,2013,Med_SMAT_fac,11.0,South Carolina,SC
46,2013,Med_SMAT_fac,3.0,South Dakota,SD
47,2013,Med_SMAT_fac,18.0,Tennessee,TN
48,2013,Med_SMAT_fac,50.0,Texas,TX
49,2013,Med_SMAT_fac,28.0,Utah,UT
50,2013,Med_SMAT_fac,18.0,Vermont,VT
51,2013,Med_SMAT_fac,27.0,Virginia,VA
53,2013,Med_SMAT_fac,45.0,Washington,WA
54,2013,Med_SMAT_fac,36.0,West Virginia,WV
55,2013,Med_SMAT_fac,61.0,Wisconsin,WI
56,2013,Med_SMAT_fac,11.0,Wyoming,WY
00,2013,TMAT_fac,1450.0,United States,US
01,2013,TMAT_fac,18.0,Alabama,AL
02,2013,TMAT_fac,6.0,Alaska,AK
04,2013,TMAT_fac,46.0,Arizona,AZ
05,2013,TMAT_fac,6.0,Arkansas,AR
06,2013,TMAT_fac,139.0,California,CA
08,2013,TMAT_fac,46.0,Colorado,CO
09,2013,TMAT_fac,25.0,Connecticut,CT
10,2013,TMAT_fac,12.0,Delaware,DE
11,2013,TMAT_fac,3.0,District of Columbia,DC
12,2013,TMAT_fac,61.0,Florida,FL
13,2013,TMAT_fac,32.0,Georgia,GA
15,2013,TMAT_fac,5.0,Hawaii,HI
16,2013,TMAT_fac,7.0,Idaho,ID
17,2013,TMAT_fac,64.0,Illinois,IL
18,2013,TMAT_fac,23.0,Indiana,IN
19,2013,TMAT_fac,5.0,Iowa,IA
20,2013,TMAT_fac,9.0,Kansas,KS
21,2013,TMAT_fac,19.0,Kentucky,KY
22,2013,TMAT_fac,10.0,Louisiana,LA
23,2013,TMAT_fac,16.0,Maine,ME
24,2013,TMAT_fac,68.0,Maryland,MD
25,2013,TMAT_fac,69.0,Massachusetts,MA
26,2013,TMAT_fac,45.0,Michigan,MI
27,2013,TMAT_fac,26.0,Minnesota,MN
28,2013,TMAT_fac,1.0,Mississippi,MS
29,2013,TMAT_fac,47.0,Missouri,MO
30,2013,TMAT_fac,5.0,Montana,MT
31,2013,TMAT_fac,4.0,Nebraska,NE
32,2013,TMAT_fac,8.0,Nevada,NV
33,2013,TMAT_fac,4.0,New Hampshire,NH
34,2013,TMAT_fac,51.0,New Jersey,NJ
35,2013,TMAT_fac,13.0,New Mexico,NM
36,2013,TMAT_fac,138.0,New York,NY
37,2013,TMAT_fac,49.0,North Carolina,NC
38,2013,TMAT_fac,1.0,North Dakota,ND
39,2013,TMAT_fac,29.0,Ohio,OH
40,2013,TMAT_fac,6.0,Oklahoma,OK
41,2013,TMAT_fac,17.0,Oregon,OR
42,2013,TMAT_fac,48.0,Pennsylvania,PA
44,2013,TMAT_fac,6.0,Rhode Island,RI
45,2013,TMAT_fac,18.0,South Carolina,SC
46,2013,TMAT_fac,2.0,South Dakota,SD
47,2013,TMAT_fac,23.0,Tennessee,TN
48,2013,TMAT_fac,47.0,Texas,TX
49,2013,TMAT_fac,32.0,Utah,UT
50,2013,TMAT_fac,9.0,Vermont,VT
51,2013,TMAT_fac,43.0,Virginia,VA
53,2013,TMAT_fac,34.0,Washington,WA
54,2013,TMAT_fac,22.0,West Virginia,WV
55,2013,TMAT_fac,26.0,Wisconsin,WI
56,2013,TMAT_fac,6.0,Wyoming,WY
72,2013,TMAT_fac,1.0,Puerto Rico,PR
00,2013,Med_TMAT_fac,883.0,United States,US
01,2013,Med_TMAT_fac,7.0,Alabama,AL
02,2013,Med_TMAT_fac,1.0,Alaska,AK
04,2013,Med_TMAT_fac,24.0,Arizona,AZ
05,2013,Med_TMAT_fac,1.0,Arkansas,AR
06,2013,Med_TMAT_fac,57.0,California,CA
08,2013,Med_TMAT_fac,34.0,Colorado,CO
09,2013,Med_TMAT_fac,22.0,Connecticut,CT
10,2013,Med_TMAT_fac,8.0,Delaware,DE
11,2013,Med_TMAT_fac,2.0,District of Columbia,DC
12,2013,Med_TMAT_fac,20.0,Florida,FL
13,2013,Med_TMAT_fac,10.0,Georgia,GA
15,2013,Med_TMAT_fac,2.0,Hawaii,HI
16,2013,Med_TMAT_fac,4.0,Idaho,ID
17,2013,Med_TMAT_fac,37.0,Illinois,IL
18,2013,Med_TMAT_fac,14.0,Indiana,IN
19,2013,Med_TMAT_fac,1.0,Iowa,IA
20,2013,Med_TMAT_fac,6.0,Kansas,KS
21,2013,Med_TMAT_fac,3.0,Kentucky,KY
22,2013,Med_TMAT_fac,1.0,Louisiana,LA
23,2013,Med_TMAT_fac,14.0,Maine,ME
24,2013,Med_TMAT_fac,60.0,Maryland,MD
25,2013,Med_TMAT_fac,51.0,Massachusetts,MA
26,2013,Med_TMAT_fac,30.0,Michigan,MI
27,2013,Med_TMAT_fac,11.0,Minnesota,MN
29,2013,Med_TMAT_fac,26.0,Missouri,MO
30,2013,Med_TMAT_fac,2.0,Montana,MT
31,2013,Med_TMAT_fac,1.0,Nebraska,NE
32,2013,Med_TMAT_fac,8.0,Nevada,NV
33,2013,Med_TMAT_fac,4.0,New Hampshire,NH
34,2013,Med_TMAT_fac,33.0,New Jersey,NJ
35,2013,Med_TMAT_fac,10.0,New Mexico,NM
36,2013,Med_TMAT_fac,131.0,New York,NY
37,2013,Med_TMAT_fac,26.0,North Carolina,NC
38,2013,Med_TMAT_fac,1.0,North Dakota,ND
39,2013,Med_TMAT_fac,21.0,Ohio,OH
40,2013,Med_TMAT_fac,2.0,Oklahoma,OK
41,2013,Med_TMAT_fac,8.0,Oregon,OR
42,2013,Med_TMAT_fac,41.0,Pennsylvania,PA
44,2013,Med_TMAT_fac,5.0,Rhode Island,RI
45,2013,Med_TMAT_fac,7.0,South Carolina,SC
46,2013,Med_TMAT_fac,1.0,South Dakota,SD
47,2013,Med_TMAT_fac,6.0,Tennessee,TN
48,2013,Med_TMAT_fac,21.0,Texas,TX
49,2013,Med_TMAT_fac,16.0,Utah,UT
50,2013,Med_TMAT_fac,8.0,Vermont,VT
51,2013,Med_TMAT_fac,20.0,Virginia,VA
53,2013,Med_TMAT_fac,17.0,Washington,WA
54,2013,Med_TMAT_fac,21.0,West Virginia,WV
55,2013,Med_TMAT_fac,21.0,Wisconsin,WI
56,2013,Med_TMAT_fac,6.0,Wyoming,WY
00,2013,AMAT_fac,175.0,United States,US
01,2013,AMAT_fac,2.0,Alabama,AL
04,2013,AMAT_fac,5.0,Arizona,AZ
06,2013,AMAT_fac,15.0,California,CA
08,2013,AMAT_fac,7.0,Colorado,CO
09,2013,AMAT_fac,5.0,Connecticut,CT
10,2013,AMAT_fac,5.0,Delaware,DE
11,2013,AMAT_fac,1.0,District of Columbia,DC
12,2013,AMAT_fac,7.0,Florida,FL
13,2013,AMAT_fac,1.0,Georgia,GA
16,2013,AMAT_fac,2.0,Idaho,ID
17,2013,AMAT_fac,6.0,Illinois,IL
18,2013,AMAT_fac,7.0,Indiana,IN
19,2013,AMAT_fac,1.0,Iowa,IA
21,2013,AMAT_fac,2.0,Kentucky,KY
22,2013,AMAT_fac,3.0,Louisiana,LA
23,2013,AMAT_fac,2.0,Maine,ME
24,2013,AMAT_fac,8.0,Maryland,MD
25,2013,AMAT_fac,11.0,Massachusetts,MA
26,2013,AMAT_fac,4.0,Michigan,MI
27,2013,AMAT_fac,3.0,Minnesota,MN
32,2013,AMAT_fac,6.0,Nevada,NV
34,2013,AMAT_fac,3.0,New Jersey,NJ
35,2013,AMAT_fac,1.0,New Mexico,NM
36,2013,AMAT_fac,11.0,New York,NY
37,2013,AMAT_fac,7.0,North Carolina,NC
39,2013,AMAT_fac,4.0,Ohio,OH
40,2013,AMAT_fac,1.0,Oklahoma,OK
41,2013,AMAT_fac,3.0,Oregon,OR
42,2013,AMAT_fac,13.0,Pennsylvania,PA
44,2013,AMAT_fac,1.0,Rhode Island,RI
45,2013,AMAT_fac,3.0,South Carolina,SC
47,2013,AMAT_fac,1.0,Tennessee,TN
48,2013,AMAT_fac,2.0,Texas,TX
49,2013,AMAT_fac,3.0,Utah,UT
51,2013,AMAT_fac,8.0,Virginia,VA
53,2013,AMAT_fac,2.0,Washington,WA
54,2013,AMAT_fac,7.0,West Virginia,WV
55,2013,AMAT_fac,2.0,Wisconsin,WI
00,2013,Med_AMAT_fac,115.0,United States,US
01,2013,Med_AMAT_fac,2.0,Alabama,AL
04,2013,Med_AMAT_fac,2.0,Arizona,AZ
06,2013,Med_AMAT_fac,11.0,California,CA
08,2013,Med_AMAT_fac,6.0,Colorado,CO
09,2013,Med_AMAT_fac,4.0,Connecticut,CT
10,2013,Med_AMAT_fac,4.0,Delaware,DE
11,2013,Med_AMAT_fac,1.0,District of Columbia,DC
12,2013,Med_AMAT_fac,3.0,Florida,FL
16,2013,Med_AMAT_fac,1.0,Idaho,ID
17,2013,Med_AMAT_fac,3.0,Illinois,IL
18,2013,Med_AMAT_fac,1.0,Indiana,IN
23,2013,Med_AMAT_fac,2.0,Maine,ME
24,2013,Med_AMAT_fac,8.0,Maryland,MD
25,2013,Med_AMAT_fac,9.0,Massachusetts,MA
26,2013,Med_AMAT_fac,3.0,Michigan,MI
27,2013,Med_AMAT_fac,2.0,Minnesota,MN
32,2013,Med_AMAT_fac,6.0,Nevada,NV
34,2013,Med_AMAT_fac,2.0,New Jersey,NJ
35,2013,Med_AMAT_fac,1.0,New Mexico,NM
36,2013,Med_AMAT_fac,10.0,New York,NY
37,2013,Med_AMAT_fac,3.0,North Carolina,NC
39,2013,Med_AMAT_fac,3.0,Ohio,OH
41,2013,Med_AMAT_fac,3.0,Oregon,OR
42,2013,Med_AMAT_fac,11.0,Pennsylvania,PA
44,2013,Med_AMAT_fac,1.0,Rhode Island,RI
45,2013,Med_AMAT_fac,1.0,South Carolina,SC
49,2013,Med_AMAT_fac,2.0,Utah,UT
51,2013,Med_AMAT_fac,1.0,Virginia,VA
54,2013,Med_AMAT_fac,7.0,West Virginia,WV
55,2013,Med_AMAT_fac,2.0,Wisconsin,WI
00,2013,HICVT_fac,11474.0,United States,US
01,2013,HICVT_fac,127.0,Alabama,AL
02,2013,HICVT_fac,72.0,Alaska,AK
04,2013,HICVT_fac,245.0,Arizona,AZ
05,2013,HICVT_fac,64.0,Arkansas,AR
06,2013,HICVT_fac,1249.0,California,CA
08,2013,HICVT_fac,410.0,Colorado,CO
09,2013,HICVT_fac,159.0,Connecticut,CT
10,2013,HICVT_fac,34.0,Delaware,DE
11,2013,HICVT_fac,29.0,District of Columbia,DC
12,2013,HICVT_fac,456.0,Florida,FL
13,2013,HICVT_fac,278.0,Georgia,GA
15,2013,HICVT_fac,116.0,Hawaii,HI
16,2013,HICVT_fac,92.0,Idaho,ID
17,2013,HICVT_fac,601.0,Illinois,IL
18,2013,HICVT_fac,232.0,Indiana,IN
19,2013,HICVT_fac,102.0,Iowa,IA
20,2013,HICVT_fac,189.0,Kansas,KS
21,2013,HICVT_fac,293.0,Kentucky,KY
22,2013,HICVT_fac,93.0,Louisiana,LA
23,2013,HICVT_fac,185.0,Maine,ME
24,2013,HICVT_fac,323.0,Maryland,MD
25,2013,HICVT_fac,259.0,Massachusetts,MA
26,2013,HICVT_fac,421.0,Michigan,MI
27,2013,HICVT_fac,309.0,Minnesota,MN
28,2013,HICVT_fac,68.0,Mississippi,MS
29,2013,HICVT_fac,217.0,Missouri,MO
30,2013,HICVT_fac,58.0,Montana,MT
31,2013,HICVT_fac,90.0,Nebraska,NE
32,2013,HICVT_fac,60.0,Nevada,NV
33,2013,HICVT_fac,37.0,New Hampshire,NH
34,2013,HICVT_fac,314.0,New Jersey,NJ
35,2013,HICVT_fac,96.0,New Mexico,NM
36,2013,HICVT_fac,791.0,New York,NY
37,2013,HICVT_fac,358.0,North Carolina,NC
38,2013,HICVT_fac,57.0,North Dakota,ND
39,2013,HICVT_fac,285.0,Ohio,OH
40,2013,HICVT_fac,167.0,Oklahoma,OK
41,2013,HICVT_fac,208.0,Oregon,OR
42,2013,HICVT_fac,434.0,Pennsylvania,PA
44,2013,HICVT_fac,54.0,Rhode Island,RI
45,2013,HICVT_fac,92.0,South Carolina,SC
46,2013,HICVT_fac,54.0,South Dakota,SD
47,2013,HICVT_fac,166.0,Tennessee,TN
48,2013,HICVT_fac,370.0,Texas,TX
49,2013,HICVT_fac,136.0,Utah,UT
50,2013,HICVT_fac,36.0,Vermont,VT
51,2013,HICVT_fac,140.0,Virginia,VA
53,2013,HICVT_fac,401.0,Washington,WA
54,2013,HICVT_fac,86.0,West Virginia,WV
55,2013,HICVT_fac,200.0,Wisconsin,WI
56,2013,HICVT_fac,45.0,Wyoming,WY
72,2013,HICVT_fac,116.0,Puerto Rico,PR
00,2013,Med_HICVT_fac,6739.0,United States,US
01,2013,Med_HICVT_fac,70.0,Alabama,AL
02,2013,Med_HICVT_fac,47.0,Alaska,AK
04,2013,Med_HICVT_fac,135.0,Arizona,AZ
05,2013,Med_HICVT_fac,22.0,Arkansas,AR
06,2013,Med_HICVT_fac,401.0,California,CA
08,2013,Med_HICVT_fac,183.0,Colorado,CO
09,2013,Med_HICVT_fac,138.0,Connecticut,CT
10,2013,Med_HICVT_fac,22.0,Delaware,DE
11,2013,Med_HICVT_fac,18.0,District of Columbia,DC
12,2013,Med_HICVT_fac,168.0,Florida,FL
13,2013,Med_HICVT_fac,173.0,Georgia,GA
15,2013,Med_HICVT_fac,30.0,Hawaii,HI
16,2013,Med_HICVT_fac,65.0,Idaho,ID
17,2013,Med_HICVT_fac,274.0,Illinois,IL
18,2013,Med_HICVT_fac,147.0,Indiana,IN
19,2013,Med_HICVT_fac,87.0,Iowa,IA
20,2013,Med_HICVT_fac,135.0,Kansas,KS
21,2013,Med_HICVT_fac,115.0,Kentucky,KY
22,2013,Med_HICVT_fac,58.0,Louisiana,LA
23,2013,Med_HICVT_fac,158.0,Maine,ME
24,2013,Med_HICVT_fac,214.0,Maryland,MD
25,2013,Med_HICVT_fac,171.0,Massachusetts,MA
26,2013,Med_HICVT_fac,286.0,Michigan,MI
27,2013,Med_HICVT_fac,134.0,Minnesota,MN
28,2013,Med_HICVT_fac,45.0,Mississippi,MS
29,2013,Med_HICVT_fac,138.0,Missouri,MO
30,2013,Med_HICVT_fac,46.0,Montana,MT
31,2013,Med_HICVT_fac,66.0,Nebraska,NE
32,2013,Med_HICVT_fac,34.0,Nevada,NV
33,2013,Med_HICVT_fac,22.0,New Hampshire,NH
34,2013,Med_HICVT_fac,162.0,New Jersey,NJ
35,2013,Med_HICVT_fac,70.0,New Mexico,NM
36,2013,Med_HICVT_fac,664.0,New York,NY
37,2013,Med_HICVT_fac,219.0,North Carolina,NC
38,2013,Med_HICVT_fac,21.0,North Dakota,ND
39,2013,Med_HICVT_fac,249.0,Ohio,OH
40,2013,Med_HICVT_fac,106.0,Oklahoma,OK
41,2013,Med_HICVT_fac,150.0,Oregon,OR
42,2013,Med_HICVT_fac,367.0,Pennsylvania,PA
44,2013,Med_HICVT_fac,49.0,Rhode Island,RI
45,2013,Med_HICVT_fac,59.0,South Carolina,SC
46,2013,Med_HICVT_fac,38.0,South Dakota,SD
47,2013,Med_HICVT_fac,98.0,Tennessee,TN
48,2013,Med_HICVT_fac,215.0,Texas,TX
49,2013,Med_HICVT_fac,73.0,Utah,UT
50,2013,Med_HICVT_fac,32.0,Vermont,VT
51,2013,Med_HICVT_fac,75.0,Virginia,VA
53,2013,Med_HICVT_fac,221.0,Washington,WA
54,2013,Med_HICVT_fac,75.0,West Virginia,WV
55,2013,Med_HICVT_fac,148.0,Wisconsin,WI
56,2013,Med_HICVT_fac,39.0,Wyoming,WY
72,2013,Med_HICVT_fac,7.0,Puerto Rico,PR
00,2013,pct_HICVT_fac,1.0,United States,US
01,2013,pct_HICVT_fac,1.0,Alabama,AL
02,2013,pct_HICVT_fac,1.0,Alaska,AK
04,2013,pct_HICVT_fac,1.0,Arizona,AZ
05,2013,pct_HICVT_fac,1.0,Arkansas,AR
06,2013,pct_HICVT_fac,1.0,California,CA
08,2013,pct_HICVT_fac,1.0,Colorado,CO
09,2013,pct_HICVT_fac,1.0,Connecticut,CT
10,2013,pct_HICVT_fac,1.0,Delaware,DE
11,2013,pct_HICVT_fac,1.0,District of Columbia,DC
12,2013,pct_HICVT_fac,1.0,Florida,FL
13,2013,pct_HICVT_fac,1.0,Georgia,GA
15,2013,pct_HICVT_fac,1.0,Hawaii,HI
16,2013,pct_HICVT_fac,1.0,Idaho,ID
17,2013,pct_HICVT_fac,1.0,Illinois,IL
18,2013,pct_HICVT_fac,1.0,Indiana,IN
19,2013,pct_HICVT_fac,1.0,Iowa,IA
20,2013,pct_HICVT_fac,1.0,Kansas,KS
21,2013,pct_HICVT_fac,1.0,Kentucky,KY
22,2013,pct_HICVT_fac,1.0,Louisiana,LA
23,2013,pct_HICVT_fac,1.0,Maine,ME
24,2013,pct_HICVT_fac,1.0,Maryland,MD
25,2013,pct_HICVT_fac,1.0,Massachusetts,MA
26,2013,pct_HICVT_fac,1.0,Michigan,MI
27,2013,pct_HICVT_fac,1.0,Minnesota,MN
28,2013,pct_HICVT_fac,1.0,Mississippi,MS
29,2013,pct_HICVT_fac,1.0,Missouri,MO
30,2013,pct_HICVT_fac,1.0,Montana,MT
31,2013,pct_HICVT_fac,1.0,Nebraska,NE
32,2013,pct_HICVT_fac,1.0,Nevada,NV
33,2013,pct_HICVT_fac,1.0,New Hampshire,NH
34,2013,pct_HICVT_fac,1.0,New Jersey,NJ
35,2013,pct_HICVT_fac,1.0,New Mexico,NM
36,2013,pct_HICVT_fac,1.0,New York,NY
37,2013,pct_HICVT_fac,1.0,North Carolina,NC
38,2013,pct_HICVT_fac,1.0,North Dakota,ND
39,2013,pct_HICVT_fac,1.0,Ohio,OH
40,2013,pct_HICVT_fac,1.0,Oklahoma,OK
41,2013,pct_HICVT_fac,1.0,Oregon,OR
42,2013,pct_HICVT_fac,1.0,Pennsylvania,PA
44,2013,pct_HICVT_fac,1.0,Rhode Island,RI
45,2013,pct_HICVT_fac,1.0,South Carolina,SC
46,2013,pct_HICVT_fac,1.0,South Dakota,SD
47,2013,pct_HICVT_fac,1.0,Tennessee,TN
48,2013,pct_HICVT_fac,1.0,Texas,TX
49,2013,pct_HICVT_fac,1.0,Utah,UT
50,2013,pct_HICVT_fac,1.0,Vermont,VT
51,2013,pct_HICVT_fac,1.0,Virginia,VA
53,2013,pct_HICVT_fac,1.0,Washington,WA
54,2013,pct_HICVT_fac,1.0,West Virginia,WV
55,2013,pct_HICVT_fac,1.0,Wisconsin,WI
56,2013,pct_HICVT_fac,1.0,Wyoming,WY
72,2013,pct_HICVT_fac,1.0,Puerto Rico,PR
00,2014,SA_fac,11922.0,United States,US
01,2014,SA_fac,128.0,Alabama,AL
02,2014,SA_fac,73.0,Alaska,AK
04,2014,SA_fac,250.0,Arizona,AZ
05,2014,SA_fac,59.0,Arkansas,AR
06,2014,SA_fac,1234.0,California,CA
08,2014,SA_fac,418.0,Colorado,CO
09,2014,SA_fac,160.0,Connecticut,CT
10,2014,SA_fac,33.0,Delaware,DE
11,2014,SA_fac,28.0,District of Columbia,DC
12,2014,SA_fac,519.0,Florida,FL
13,2014,SA_fac,270.0,Georgia,GA
15,2014,SA_fac,165.0,Hawaii,HI
16,2014,SA_fac,121.0,Idaho,ID
17,2014,SA_fac,651.0,Illinois,IL
18,2014,SA_fac,229.0,Indiana,IN
19,2014,SA_fac,105.0,Iowa,IA
20,2014,SA_fac,189.0,Kansas,KS
21,2014,SA_fac,316.0,Kentucky,KY
22,2014,SA_fac,91.0,Louisiana,LA
23,2014,SA_fac,204.0,Maine,ME
24,2014,SA_fac,338.0,Maryland,MD
25,2014,SA_fac,294.0,Massachusetts,MA
26,2014,SA_fac,423.0,Michigan,MI
27,2014,SA_fac,341.0,Minnesota,MN
28,2014,SA_fac,63.0,Mississippi,MS
29,2014,SA_fac,234.0,Missouri,MO
30,2014,SA_fac,54.0,Montana,MT
31,2014,SA_fac,85.0,Nebraska,NE
32,2014,SA_fac,60.0,Nevada,NV
33,2014,SA_fac,36.0,New Hampshire,NH
34,2014,SA_fac,311.0,New Jersey,NJ
35,2014,SA_fac,82.0,New Mexico,NM
36,2014,SA_fac,804.0,New York,NY
37,2014,SA_fac,395.0,North Carolina,NC
38,2014,SA_fac,58.0,North Dakota,ND
39,2014,SA_fac,302.0,Ohio,OH
40,2014,SA_fac,169.0,Oklahoma,OK
41,2014,SA_fac,209.0,Oregon,OR
42,2014,SA_fac,482.0,Pennsylvania,PA
44,2014,SA_fac,55.0,Rhode Island,RI
45,2014,SA_fac,90.0,South Carolina,SC
46,2014,SA_fac,64.0,South Dakota,SD
47,2014,SA_fac,167.0,Tennessee,TN
48,2014,SA_fac,381.0,Texas,TX
49,2014,SA_fac,148.0,Utah,UT
50,2014,SA_fac,39.0,Vermont,VT
51,2014,SA_fac,139.0,Virginia,VA
53,2014,SA_fac,401.0,Washington,WA
54,2014,SA_fac,92.0,West Virginia,WV
55,2014,SA_fac,201.0,Wisconsin,WI
56,2014,SA_fac,53.0,Wyoming,WY
72,2014,SA_fac,109.0,Puerto Rico,PR
00,2014,Med_SA_fac,7106.0,United States,US
01,2014,Med_SA_fac,70.0,Alabama,AL
02,2014,Med_SA_fac,48.0,Alaska,AK
04,2014,Med_SA_fac,145.0,Arizona,AZ
05,2014,Med_SA_fac,19.0,Arkansas,AR
06,2014,Med_SA_fac,363.0,California,CA
08,2014,Med_SA_fac,215.0,Colorado,CO
09,2014,Med_SA_fac,138.0,Connecticut,CT
10,2014,Med_SA_fac,22.0,Delaware,DE
11,2014,Med_SA_fac,19.0,District of Columbia,DC
12,2014,Med_SA_fac,181.0,Florida,FL
13,2014,Med_SA_fac,157.0,Georgia,GA
15,2014,Med_SA_fac,37.0,Hawaii,HI
16,2014,Med_SA_fac,103.0,Idaho,ID
17,2014,Med_SA_fac,310.0,Illinois,IL
18,2014,Med_SA_fac,152.0,Indiana,IN
19,2014,Med_SA_fac,89.0,Iowa,IA
20,2014,Med_SA_fac,138.0,Kansas,KS
21,2014,Med_SA_fac,156.0,Kentucky,KY
22,2014,Med_SA_fac,58.0,Louisiana,LA
23,2014,Med_SA_fac,174.0,Maine,ME
24,2014,Med_SA_fac,229.0,Maryland,MD
25,2014,Med_SA_fac,200.0,Massachusetts,MA
26,2014,Med_SA_fac,294.0,Michigan,MI
27,2014,Med_SA_fac,147.0,Minnesota,MN
28,2014,Med_SA_fac,45.0,Mississippi,MS
29,2014,Med_SA_fac,161.0,Missouri,MO
30,2014,Med_SA_fac,43.0,Montana,MT
31,2014,Med_SA_fac,65.0,Nebraska,NE
32,2014,Med_SA_fac,47.0,Nevada,NV
33,2014,Med_SA_fac,22.0,New Hampshire,NH
34,2014,Med_SA_fac,157.0,New Jersey,NJ
35,2014,Med_SA_fac,57.0,New Mexico,NM
36,2014,Med_SA_fac,670.0,New York,NY
37,2014,Med_SA_fac,246.0,North Carolina,NC
38,2014,Med_SA_fac,22.0,North Dakota,ND
39,2014,Med_SA_fac,269.0,Ohio,OH
40,2014,Med_SA_fac,110.0,Oklahoma,OK
41,2014,Med_SA_fac,163.0,Oregon,OR
42,2014,Med_SA_fac,389.0,Pennsylvania,PA
44,2014,Med_SA_fac,49.0,Rhode Island,RI
45,2014,Med_SA_fac,60.0,South Carolina,SC
46,2014,Med_SA_fac,43.0,South Dakota,SD
47,2014,Med_SA_fac,100.0,Tennessee,TN
48,2014,Med_SA_fac,217.0,Texas,TX
49,2014,Med_SA_fac,82.0,Utah,UT
50,2014,Med_SA_fac,35.0,Vermont,VT
51,2014,Med_SA_fac,75.0,Virginia,VA
53,2014,Med_SA_fac,226.0,Washington,WA
54,2014,Med_SA_fac,78.0,West Virginia,WV
55,2014,Med_SA_fac,156.0,Wisconsin,WI
56,2014,Med_SA_fac,47.0,Wyoming,WY
72,2014,Med_SA_fac,8.0,Puerto Rico,PR
00,2014,SMAT_fac,3733.0,United States,US
01,2014,SMAT_fac,44.0,Alabama,AL
02,2014,SMAT_fac,12.0,Alaska,AK
04,2014,SMAT_fac,99.0,Arizona,AZ
05,2014,SMAT_fac,12.0,Arkansas,AR
06,2014,SMAT_fac,329.0,California,CA
08,2014,SMAT_fac,89.0,Colorado,CO
09,2014,SMAT_fac,73.0,Connecticut,CT
10,2014,SMAT_fac,15.0,Delaware,DE
11,2014,SMAT_fac,9.0,District of Columbia,DC
12,2014,SMAT_fac,147.0,Florida,FL
13,2014,SMAT_fac,90.0,Georgia,GA
15,2014,SMAT_fac,10.0,Hawaii,HI
16,2014,SMAT_fac,26.0,Idaho,ID
17,2014,SMAT_fac,143.0,Illinois,IL
18,2014,SMAT_fac,55.0,Indiana,IN
19,2014,SMAT_fac,13.0,Iowa,IA
20,2014,SMAT_fac,33.0,Kansas,KS
21,2014,SMAT_fac,54.0,Kentucky,KY
22,2014,SMAT_fac,21.0,Louisiana,LA
23,2014,SMAT_fac,44.0,Maine,ME
24,2014,SMAT_fac,146.0,Maryland,MD
25,2014,SMAT_fac,159.0,Massachusetts,MA
26,2014,SMAT_fac,109.0,Michigan,MI
